96,屏東縣,屏東市,萬世聖母宮,,天上聖母,菸廠東巷瑞光里46號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11343,NULL
97,臺南市,善化區,苓子林龍鳳宮,,天上聖母,光文里北仔店4-1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11362,NULL
98,屏東縣,屏東市,屏東市南清宮,,天上聖母,民享一路豐榮里146號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11365,NULL
99,屏東縣,屏東市,屏東市海豐聖豐宮,,天上聖母,海豐里金城街4號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11366,NULL
100,彰化縣,二林鎮,福安宮,,天上聖母,太平路豐田里155號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11401,NULL
101,高雄市,內門區,興天宮,,天上聖母,溝坪里廣褔40號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11418,NULL
102,屏東縣,崁頂鄉,天聖宮,,天上聖母,復興路越溪村6號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11430,NULL
103,臺南市,麻豆區,朝天宮,,天上聖母,番子寮麻口里9鄰23-1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11444,NULL
104,屏東縣,東港鎮,朝隆聖堂,,天上聖母,新生二路朝安里111號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11452,NULL
105,高雄市,仁武區,天后宮,,天上聖母,成功路考潭里40號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11476,NULL
106,臺南市,北區,泰明宮,,天上聖母,大武街205巷13號之1,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11490,NULL
107,臺中市,沙鹿區,紫雲宮,,天上聖母,中山路竹林里紅竹巷二二號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11502,NULL
108,屏東縣,竹田鄉,儀鳳宮,,天上聖母,光明路西勢村199-8號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11505,NULL
109,臺中市,清水區,朝天宮,,天上聖母,高美路臨江里420號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11529,NULL
110,雲林縣,元長鄉,儀天宮,,天上聖母,元東路長北村五鄰三段二之三號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11531,NULL
111,澎湖縣,望安鄉,天后宮,,天上聖母,將軍村36號之17,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11537,NULL
112,臺中市,霧峰區,南厝宮,,天上聖母,四德里四德北路45巷2號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11539,NULL
113,臺南市,新營區,護庇宮,,天上聖母,新北街65號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11543,NULL
114,高雄市,岡山區,聖母宮,,天上聖母,大遼路3-1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11553,NULL
115,高雄市,內門區,龍角寺(中埔),,天上聖母,中埔里四五號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11566,NULL
116,高雄市,內門區,順賢宮,,天上聖母,菜園頂內南里8-6號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11567,NULL
117,雲林縣,斗南鎮,廣天宮,,天上聖母,文昌路西岐里297號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11599,NULL
118,嘉義縣,民雄鄉,玄聖宮,,天上聖母,葉子寮東興村二十三號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11612,NULL
119,臺東縣,臺東市,湄聖宮,,天上聖母,更生北路南王里731巷9之1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11619,NULL
120,新竹市,,天后宮,,天上聖母,三民里10鄰中華路二段52號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11641,NULL
121,屏東縣,屏東市,天聖宮,,天上聖母,新生里復興南路一段108巷21弄2號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11646,NULL
122,屏東縣,屏東市,屏東市和興里精崇堂,,天上聖母,和興里忠孝路380號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11650,NULL
123,屏東縣,枋寮鄉,天德宮,,天上聖母,內寮村瓦瑤路60號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11653,NULL
124,嘉義市,,財團法人嘉義市朝天宮,,天上聖母,延平街276號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11658,NULL
125,台南市,安定區,湄婆宮,,天上聖母,蘇厝9之1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11659,NULL
126,嘉義市,,天上聖母太子宮,,天上聖母,大雅路二段42號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11661,NULL
127,嘉義市,,財團法人台灣省嘉義市遊天宮,,天上聖母,民族路750號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11662,NULL
128,彰化縣,二林鎮,泰興宮,,天上聖母,太平路梅芳里22號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11676,NULL
129,屏東縣,長治鄉,天后宮,,天上聖母,長興路長興村517號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11692,NULL
130,屏東縣,車城鄉,天鳳宮,,天上聖母,後灣路後灣村4鄰97號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11693,NULL
131,新竹縣,湖口鄉,財團法人台灣省新竹縣溪南湖口顯聖宮,,天上聖母,民生街愛勢村7鄰120號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11697,NULL
132,臺中市,沙鹿區,朝興宮,,天上聖母,和平街洛泉里18號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11717,NULL
133,嘉義縣,大林鎮,朝傳宮,,天上聖母,甘蔗崙明和里3鄰72號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11721,NULL
134,臺南市,中西區,大天后宮,,天上聖母,永福路二段227巷18號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11731,NULL
135,高雄市,橋頭區,天月宮,,天上聖母,南北路頂鹽里二號,120.276765,22.746477,http://linked-data.moi.gov.tw/resource/Temple/11772,C0V610
136,彰化縣,二林鎮,天瑤宮,,天上聖母,頂厝里二溪路359巷臨39號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11786,NULL
137,雲林縣,斗六市,石榴班金上宮,,天上聖母,石榴路榴中里一七鄰一○四之二○號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11813,NULL
138,雲林縣,斗六市,天聖宮,,天上聖母,長平北路長平里一七號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11816,NULL
139,臺中市,東勢區,東聖宮,,天上聖母,第一橫街延平里130號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11825,NULL
140,雲林縣,虎尾鎮,天后宮,,天上聖母,北平路德興里18號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11833,NULL
141,新北市,瑞芳區,福龍宮,,天上聖母,海濱路海濱里4鄰39號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11855,NULL
142,新北市,中和區,中和佛安宮,,天上聖母,永和路199巷3號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11874,NULL
143,臺中市,大甲區,日南慈德宮,,天上聖母,通天路孟春里152號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11907,NULL
144,臺中市,北屯區,臺中市北屯區朝聖宮,,天上聖母,太原路三段1739號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11931,NULL
145,屏東縣,琉球鄉,琉球鄉聖后宮,,天上聖母,和平路大福村58號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11949,NULL
146,臺中市,和平區,碧雲宮,,天上聖母,梨山里和平路二段33-3號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11953,NULL
147,臺中市,大雅區,永興宮,,天上聖母,大雅路21鄰37號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11956,NULL
148,彰化縣,彰化市,南瑤宮,,天上聖母,南瑤路南瑤里43號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11969,NULL
149,彰化縣,彰化市,廣鳳宮,,天上聖母,互助一街臺鳳里46之1號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11973,NULL
150,南投縣,埔里鎮,朝奉宮,,天上聖母,大城路18號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11985,NULL
151,新北市,板橋區,海山天后宮,,天上聖母,長安街海山里11鄰138巷1弄83之5號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/11999,NULL
152,臺南市,白河區,福安宮,,天上聖母,中山路白河里17鄰124號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12001,NULL
153,臺南市,白河區,永安宮,,天上聖母,國泰路永安里6鄰145號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12002,NULL
154,高雄市,前鎮區,保吉宮,,天上聖母,鎮中路２４０巷２６號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12011,NULL
155,臺中市,烏日區,新南宮,,天上聖母,溪南路三段10號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12045,NULL
156,臺中市,烏日區,台中天后宮,,天上聖母,光明路前竹里勤農巷7號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12046,NULL
157,臺東縣,卑南鄉,讚天宮,,天上聖母,初鹿二街初鹿村109號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12049,NULL
158,雲林縣,斗南鎮,天后宮,,天上聖母,光天路石龜里五○號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12059,NULL
159,高雄市,內門區,龍角寺(內南),,天上聖母,腳帛寮內南里,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12066,NULL
160,雲林縣,土庫鎮,順安宮,,天上聖母,馬光路東平里六二號,NULL,NULL,http://linked-data.moi.gov.tw/resource/Temple/12069,NULL
